mz_rt	C1	C2	C3	H1	H2	H3	QC01	QC02	QC03
328.2226_3.78	224068.1729	200587.4914	307064.4255	0	0	0	178950.0392	167824.0661	175044.7211
569.2927_3.75	800182.9784	772721.8609	806427.6094	0	0	0	740816.6467	720475.4817	753861.0614
596.3396_3.72	16248987.57	15089194.43	20771759.79	0	0	0	13942273.61	13653832.9	14604291.57
519.2563_3.7	300297.319	289542.3636	382757.1323	0	0	0	297034.1491	274675.6618	259347.2768
653.3598_3.68	211767.5172	185739.822	236096.1592	0	0	0	141291.529	159948.4902	156255.0752
807.4357_3.66	2987134.711	2806967.887	3530847.279	0	0	0	2621424.125	2452638.405	2499398.188
245.1858_3.64	1894591.145	1774313.115	2400194.815	0	0	0	1552957.337	1504740.674	1551368.06
754.4085_3.59	2804437.504	2729766.273	3333085.563	0	0	0	2357599.423	2468891.864	2424594.49
553.8018_3.59	2279370.673	2284475.016	2478752.858	0	0	0	2241755.998	2201133.194	2231847.099
551.3184_3.59	239123.9199	213928.6149	322482.578	0	0	0	207702.1277	180758.8266	210193.5045
552.2786_3.56	669767.2606	629145.1692	664935.7065	0	0	0	697459.5315	677458.4023	696283.5032
723.4031_3.55	2424395.298	2155045.993	2628180.268	0	0	0	1866682.769	2019670.153	1944683.525
634.2831_3.55	1743732.692	1679236.731	1707482.937	0	0	0	1588417.52	1524960.082	1517092.349
472.276_3.55	297409.065	273339.7433	381724.3445	0	0	0	278073.3756	236904.1882	252660.6898
416.2134_3.55	348618.8068	314221.9918	398144.3372	0	0	0	293842.1749	276632.2298	290658.7985
674.3518_3.53	2410704.42	2413079.879	2398511.901	0	0	0	2134255.873	2190906.372	2306417.917
513.2667_3.52	387233.7158	339026.2514	456936.2615	0	0	0	329028.6587	328709.8722	324661.8015
483.7352_3.52	810859.9392	858414.2214	878023.5434	0	0	0	785587.993	697191.4766	813099.0744
750.3596_3.51	3338893.772	3333156.075	2738542.326	0	0	0	3037830.421	3186763.35	3198936.598
525.3028_3.49	4553220.732	4127046.472	5847298.107	0	909.0455426	0	3832485.458	3844077.618	3905831.497
451.2183_3.49	1284453.701	1232792.606	1382249.436	0	0	0	1155019.191	1188123.426	1178756.891
328.1961_3.49	239584.8227	283461.6629	78789.31434	641566.4034	689524.6795	667238.6171	323506.856	320932.5956	325146.8091
630.3372_3.48	439139.3666	433569.5323	687409.7119	0	0	0	367167.3984	367425.5886	388829.2174
383.2284_3.47	385950.5606	384998.1896	462207.3719	0	0	0	334151.258	314260.074	319937.0532
652.2987_3.45	5617032.274	6033724.332	3812242.67	0	0	0	5987022.442	6318034.889	6266871.273
837.4471_3.44	895994.8513	983748.9824	1071553.648	0	0	0	800689.5149	798378.8751	800231.3946
585.2873_3.44	4412185.391	4551556.668	4709403.787	0	0	0	4106402.319	4362812.678	4334895.31
262.2009_3.44	0	0	0	75968.69284	2480.62377	1803.632067	0	1075.437286	1343.709826
229.1004_3.43	144659.0981	160047.9609	84912.74663	16890.67137	20006.84512	20147.89499	120470.0458	124984.3224	117113.887
356.2538_3.41	4541.681527	16107.96979	0	306512.4858	335130.6106	311983.9115	40431.70456	32719.20329	42938.61938
864.4573_3.4	4420365.562	5200633.985	5276047.701	0	0	0	4473368.816	4326883.873	4141192.114
561.7986_3.4	1489383.619	1562128.103	1650929.768	0	0	0	1459856.306	1491705.474	1476389.592
778.4093_3.34	8197760.335	8799264.625	9381541.27	0	0	0	8090395.251	8096814.47	7927554.344
669.3559_3.33	2171899.981	2436481.01	2813018.545	0	0	0	2266247.039	2160070.848	2227397.088
316.2227_3.33	588322.2143	590061.8272	673829.8141	0	0	0	523297.7561	530210.3351	528723.4778
519.2565_3.31	1222281.767	1311469.805	1397648.921	0	0	0	1249136.904	1202359.362	1194997.509
515.2825_3.3	1107660.745	1200058.494	1347054.824	0	0	0	1151525.325	1041758.218	1097622.385
470.2242_3.28	895195.0035	1055982.097	676988.3334	0	0	0	1038999.449	1044265.879	1025941.031
690.3244_3.25	2933249.453	3269034.955	2084066.157	0	0	0	3398695.725	3105345.152	3171140.812
679.3448_3.25	2925649.858	3023298.066	3142333.343	0	0	0	2934200.858	2699752.128	2985383.424
598.3191_3.24	1106748.14	1152530.595	1236604.287	0	0	0	1074297.544	982778.8241	933805.6265
568.3088_3.21	840092.66	877637.9281	1001449.554	0	0	0	826169.8563	762837.2314	741038.2935
693.3192_3.2	1311930.385	1506839.897	1171328.504	0	0	0	1328842.378	1265698.14	1205019.266
655.3408_3.2	40667402.8	42291350.55	41883198.09	0	0	0	39016971.99	38103961.73	38247003.55
596.3395_3.2	764008.0152	833646.3834	925776.3685	0	0	0	772605.472	697812.8063	671184.4004
472.2405_3.2	850140.9323	914213.6746	904585.4794	0	0	0	850874.2639	819517.8017	783762.4142
599.2983_3.19	3374618.209	3843567.167	3311890.353	0	0	0	3599918.999	3633333.675	3622667.637
508.251_3.16	423644.8739	439026.2764	463307.1122	0	0	0	431355.91	379768.3048	341840.7795
462.761_3.15	423916.7101	540044.757	605631.2	0	0	0	497943.4456	483118.27	417503.4273
786.1636_3.14	0	0	0	1489942.986	1878966.599	1341707.399	19534.66513	17296.91576	21724.93483
525.3027_3.12	1040130.878	954770.292	1217174.808	0	0	0	863182.7832	880899.7595	824063.0075
227.1752_3.12	1682547.489	2133946.888	444386.8821	9491627.264	9648783.852	9384081.004	2691301.444	2759227.439	2670147.149
498.2428_3.1	538388.0561	642891.7871	387288.1974	0	0	0	725994.9664	698611.1245	611693.6335
522.2192_3.09	14734902.51	15713154.19	14128868.08	0	461.8509707	0	15230625.54	15176873.82	14602819.88
592.2721_3.06	8333722.363	8953037.123	8014834.149	0	0	0	8666961.72	8591682.921	8372687.871
440.2135_3.05	1897261.382	2106126.267	1443977.346	0	0	0	2131699.552	2155578.998	2017192.473
154.0417_3.05	9741418.685	11640544.54	4404760.702	15564725.18	17116798.57	17515240.04	10463200.91	10941144.39	10470475.75
118.0653_3.05	1389489.342	1569375.913	826420.5554	1775677.118	1933691.091	1959233.703	1444085.195	1481425.889	1454443.509
744.3515_3.01	2416419.284	2942363.125	2465089.893	0	0	0	2583759.687	2683676.897	2493500.15
584.3034_3.01	8881007.771	9390227.979	9164378.732	0	0	0	9001481.481	8461509.617	8397795.795
405.7266_3.01	305296.1002	297959.1113	382823.2927	0	0	0	286534.6743	283886.783	305468.9672
144.0807_3	565929.9332	567559.192	519864.2496	53782.39033	51427.91546	47244.70334	505540.6986	531760.3193	513898.9918
377.1851_2.99	726026.2368	895136.5321	830098.4042	0	0	0	785790.5261	721201.9895	712221.323
307.0954_2.95	0	0	0	113153.5513	90144.01847	64674.59625	3319.688248	0	4792.322599
348.1762_2.94	362180.8622	362653.9813	362907.9352	16361.73823	18893.38866	10205.58322	343705.318	352998.893	329232.0014
543.2762_2.91	728494.2158	638800.7659	797222.6397	0	0	0	660284.5178	689688.4194	636637.9142
223.1076_2.91	2204123.244	2214819.812	2331528.648	0	5.993538553	687.0251169	2118547.737	2097761.493	2041651.097
501.2665_2.87	5702833.43	5622809.225	6140629.533	0	0	0	5358164.489	5515310.021	4976747.401
556.3084_2.86	19758937.19	19257035.92	21946941.68	0	0	0	18151873.83	19024323.78	16993042.84
239.1488_2.86	46688.90254	51334.04624	8154.286892	218175.03	134837.7394	143784.2856	70001.28241	68425.3736	69405.85549
276.1552_2.86	490153.082	464027.2994	522866.3495	1922.464844	5178.40315	592.3354136	457393.5225	501273.7202	445983.2168
650.2836_2.84	1418816.633	1443292.694	1281862.317	0	0	0	1365511.079	1562923.324	1268788.431
318.1292_2.84	4619601.526	4591644.901	4595372.712	1323.276908	2013.296066	509.6847425	4528397.249	4743230.845	4396574.18
229.1545_2.84	17650351.81	17030561.15	18467297.38	74796.59952	84317.82304	49809.62676	15877927.39	16245935.19	15664100.99
577.7837_2.8	2912288.167	1705109.326	2414015.345	0	0	0	2121007.146	2556216.712	2314210.767
285.1343_2.8	678848.7862	664544.2292	689826.2844	0	0	0	628644.1494	692238.8638	619689.8978
799.4298_2.77	1735376.875	1608279.103	1989714.715	0	0	0	1502896.859	1621807.037	1501961.287
527.2822_2.77	5301493.681	4924018.155	5575704.722	0	0	0	4643888.175	5318730.348	4612003.724
270.1922_2.76	3065412.531	2858086.201	3457369.955	43542.16371	25233.42643	26779.78921	2616416.665	2675752.226	2563305.446
414.2343_2.76	19785458.39	19738794.18	20652624.46	0	0	0	18000770.07	19095665.06	17588076.82
712.362_2.71	4475461.331	4576033.471	4506233.897	0	2427.362473	0	4239230.8	4491677.387	3896490.342
487.2516_2.71	200113.7567	258766.9525	396330.378	0	0	0	204399.4838	184551.9471	199851.6076
233.1494_2.71	566363.0243	559168.6008	544091.6243	1129.722911	2366.163046	195.8724944	497132.0276	525196.3484	502044.5256
440.2377_2.7	842661.6652	866181.3876	1010248.551	0	0	0	782426.4089	830908.1938	702906.7488
203.139_2.69	2088183.5	2106536.928	2013649.513	9732.535126	3061.773094	5647.843305	1858353.774	2017816.62	1896120.822
626.3127_2.66	2696267.164	3058690.889	2738668.343	93438.9668	137756.0698	64748.80396	2735069.675	2849105.356	2727501.089
251.15_2.66	701262.2594	707357.5487	647377.9755	14006.47146	13803.3272	14746.18374	602194.9732	659198.8318	625479.5269
495.2559_2.64	673542.3131	748431.9914	652330.7138	0	0	0	633853.731	695709.3127	638894.0309
547.7646_2.63	9569240.429	10323364.96	8250367.007	0	0	0	9290766.598	10162284.2	9307659.364
401.2438_2.63	0	4111.890853	0	189307.0897	152411.6925	130038.9221	4284.72256	0	4163.003543
318.118_2.63	1144.219422	1485.714899	812.8134833	209751.4752	223453.4986	121700.3647	633.7816103	1180.510012	1242.807791
260.1603_2.63	1542767.3	1529441.7	1710305.764	3.439359983	1.820711781	0	1310092.943	1384064.3	1304952.102
696.331_2.62	2743847.342	2989936.507	2422511.874	0	0	0	2673230.69	2847277.467	2566971.279
504.2485_2.62	6729940.51	7034935.081	6639428.448	1546.036925	0	0	6590378.684	7011673.336	6644467.949
430.2293_2.62	9126268.444	8650648.58	10037795.46	0	1400.640946	0	7090758.841	7474400.65	7054107.686
400.2186_2.62	8829657.215	8730918.354	9285839.708	0	0	0	8156901.513	8540651.156	8002977.027
143.1178_2.62	589463.7673	545582.8608	765270.942	0	228.2680269	0	479822.5502	521261.3856	503820.6658
532.2676_2.61	3144968.933	3128417.383	3051902.605	0	0	0	2653995.356	2835050.055	2730902.653
446.7351_2.61	16192540.84	16702661.15	15853135.11	4498.245372	0	0	15007025.06	16261687.39	15131288.05
586.3192_2.6	552664.7877	572624.3981	652461.4736	0	0	0	483544.0403	520887.6369	508356.8354
266.1296_2.6	329879.9107	321792.0077	357634.3023	2109.675512	1581.946472	2388.936883	303987.5849	294666.4487	292039.2242
788.3896_2.59	1637152.586	1691284.2	1537486.438	0	0	0	1553889.158	1533937.475	1434954.688
392.7244_2.59	3146875.755	3030340.073	3501098.706	0	0	0	2698988.718	2854763.321	2705934.281
556.2729_2.59	1561733.975	1571455.123	1721153.638	0	0	0	1544164.924	1629265.452	1626991.955
208.133_2.59	0	0	0	44474.64911	38104.78585	48283.85287	1688.674194	0	1483.62249
643.3395_2.58	2081625.1	2070752.335	2645632.818	0	0	0	1886290.825	2044253.07	1841674.908
512.2476_2.58	4601166.936	4675063.524	4714622.729	57438.2636	71849.73908	59115.66543	4551333.265	4838390.687	4549084.352
418.7219_2.58	8690861.817	8725851.837	10050280.57	1347.248978	0	0	8205842.114	8485971.594	8052215.101
411.2166_2.58	4305069.82	4178162.324	4834366.242	0	0	0	4414054.737	4352731.632	4167644.071
939.4634_2.56	1082751.756	895032.9899	1824087.798	0	0	0	1418520.939	1138978.878	1176586.336
514.2622_2.56	1571611.455	1354887.176	2413004.916	0	0	0	1727771.65	1699584.119	1722548.4
249.1266_2.55	723389.7995	814953.0199	1045239.609	565.6503856	0	0	637516.1948	647622.8643	642698.3599
181.097_2.55	839232.7476	655018.7907	705219.0731	18034.62233	14577.66736	13021.44852	619308.4645	570531.6718	632110.7447
568.2719_2.51	16441267.62	14885358.29	21969035.9	0	0	0	15113183.57	14751404.79	15428544.6
499.2509_2.51	3583861.289	3195480.605	5231217.629	0	0	0	3580230.823	3354189.712	3484026.198
328.203_2.49	768328.5362	676715.5885	1382221.993	1191.82771	0	0	729452.183	756384.7229	757635.092
144.0807_2.37	71520.16935	61479.07213	83841.84844	13330.16312	11932.16099	11958.53329	60596.46331	50857.62924	63365.76114
120.0809_2.37	35895271.95	33105778.84	46906812.22	207434.7447	405437.5261	251193.2041	27750680.91	27766925.03	28416958.84
107.0494_2.36	570715.8825	503147.4992	770656.3911	24131.10978	30238.23849	26965.85171	425152.3199	427780.2259	447168.1764
93.0702_2.34	156881.2262	144833.7959	166949.4316	37006.09589	44458.41991	40708.79103	125178.285	121611.27	123457.2767
329.1815_2.25	5250722.953	4509721.256	7637690.308	1482.5834	0	0	4126992.696	3968251.722	4136545.415
443.2243_2.23	1731583.848	1506470.505	2384225.023	0	0	0	2055057.749	1598982.893	2139558.812
543.2403_2.21	13028488.6	10775966	23265119.89	0	0	0	13357380.34	12933581.88	13881076.55
345.2237_2.18	741244.1429	619467.5197	1512318.282	0	0	0	576761.0605	552966.5059	607392.572
199.1075_2.15	797875.4124	714332.0672	918808.0395	69422.12127	77315.25343	69515.66224	851795.2299	722341.4781	922204.8194
267.1336_2.12	184854.535	168484.4	289008.344	0	0	0	136808.5693	127955.0585	143074.687
341.6847_2.07	5282645.614	4739240.904	9697419.422	0	0	0	7414243.213	7095261.919	7157295.708
282.2787_2.04	8857509.987	7701825.528	3541001.707	13268834.79	17241938.79	16088685.13	9259880.224	9520784.113	7885387.091
473.235_2.02	15458858.68	13628664.44	23310733.79	0	0	0	14269163.56	13656968.57	14440506.42
99.0444_1.96	50636.86305	48736.25154	30817.16625	81256.56403	85649.56652	83507.85614	69565.93788	58641.56263	75731.26318
412.2185_1.93	1982971.921	1725249.968	2096291.328	0	0	0	1515648.464	1337336.072	1491557.642
195.1127_1.88	948264.1581	849691.2825	1060352.779	48282.93247	42118.87024	33925.83563	963415.1214	938303.2607	1001482.399
239.1024_1.87	675361.2801	572846.2668	885357.5838	17320.3588	12460.70289	14520.4589	601638.6326	597556.9743	610631.6685
213.0868_1.86	193982.7573	159560.9885	198465.0554	613.1471313	0	0	182503.7694	177232.5131	180411.4062
479.2221_1.86	1714525.862	1490573.603	2852579.749	0	0	0	2327902.945	2218292.608	2309431.608
542.2564_1.82	7401855.136	6953829.087	11894655.86	0	0	0	8555589.38	8122861.309	8365504.254
254.0866_1.81	89033.72722	79961.60214	202825.0229	0	0	0	94158.94678	75535.72733	89639.82938
599.278_1.8	2383861.994	2098369.855	4489265.548	0	0	0	3269895.036	3141268.214	3392133.187
481.1295_1.8	0	0	0	1976804.853	1582813.484	1305008.035	232675.9193	247256.6837	263072.8119
341.1815_1.8	945711.5958	855175.9564	1268232.788	0	0	0	976069.6945	932061.057	989312.1114
243.0973_1.8	3881874.711	3352846.12	4477196.643	667979.8969	584068.9812	524858.6107	4339936.157	4274458.617	4503619.462
225.0867_1.8	956859.8729	850771.5354	1120157.392	13581.4249	13905.8798	15360.79743	1206441.445	1182836.522	1212600.791
152.0566_1.8	804577.0264	697059.4325	1132296.979	633537.1182	689853.1404	366040.3768	1007482.228	984518.737	1056977.809
529.1629_1.79	0	3.360086075	0	2552217.53	2643458.594	1787426.782	50620.98241	54381.81726	67417.44973
388.2185_1.79	21610.94129	20013.77872	17728.15258	254469.6371	209102.29	173210.0139	63132.20464	37560.34727	68389.03016
327.1655_1.79	1004584.15	916186.5634	1516395.901	26764.38019	27679.39594	14500.43537	1248558.046	1178781.991	1265329.286
301.1293_1.79	730984.6469	594750.2663	991972.4981	0	0	0	747114.7545	729492.3146	752763.2208
294.1542_1.79	4756473.668	3769576.775	8159223.464	0	1185.534256	0	4073001.401	3952027.029	4047326.109
276.144_1.79	1093624.95	830195.7188	2078439.512	853.4239729	0	0	1583605.198	1493627.09	1568524.605
217.0817_1.79	2240.113494	2614.271511	1333.680235	114846.4763	107316.463	67226.93397	23758.91516	29000.61132	23558.15543
156.113_1.77	254053.6133	229010.6202	299526.0036	29.79127294	45.61784661	36.11218988	236588.3557	229244.7822	238064.9988
215.1389_1.75	11020005.61	10068532.4	17645003.05	49077.30977	61854.82712	29945.95263	10730771.26	10482815.53	10556817.21
337.1479_1.73	148764.4855	164691.8016	170989.5965	0	0	0	262031.7365	262188.2918	224097.2886
272.16_1.52	1301771.06	1228994.128	1742722.189	0	0	0	1479421.737	1514491.599	1533761.377
132.1018_1.52	171092200.7	161007624.6	227502733	2292244.833	2285498.328	1775321.399	130528886.6	132604971	135544553
207.0796_1.48	93116.06649	116911.9894	205176.714	401.4585012	0	829.5189067	138944.1821	176966.7695	157327.2523
574.2461_1.41	4673311.799	4567970.47	9048358.943	0	0	0	6544033.601	6618572.082	6930655.065
123.0441_1.41	2373419.02	2199379.08	3295305.598	41458.31763	49427.1948	43762.2669	2505335.319	2558300.036	2569088.835
237.1343_1.37	1264730.194	1218419.572	1508400.443	173.2115513	103.555563	0	1511756.176	1560049.873	1591236.636
260.1965_1.35	2416094.856	2229528.827	4282626.048	0	0	0	2409500.13	2465078.305	2491429.906
247.0919_1.28	0	0	0	203509.4611	249496.7337	168168.3635	12881.10126	21264.89876	10065.46823
516.2409_1.28	575334.5574	541771.4122	931062.9861	0	0	0	743446.9896	713537.6755	742250.9596
243.0972_1.28	1601424.187	1510863.313	1726229.363	248185.5778	251961.261	217405.0621	1872711.114	1891864.506	1934397.314
430.1926_1.24	4660020.105	4628946.914	7817055.419	0	0	0	6152684.11	6302261.067	6509083.426
235.1187_1.24	8099142.116	8459688.788	8736683.954	2506.422496	1779.781796	1275.325429	9899463.512	9861516.763	10039732.37
131.1179_1.23	139501.3856	133760.8219	194599.9729	0	0	198.5138369	171938.8286	174480.6358	172934.3726
213.1231_1.22	206421.1521	234781.0815	290626.046	15061.69336	17911.33274	10293.66515	334093.4259	350264.7727	324019.0605
270.1556_1.15	7386198.927	7769940.283	8747031.591	10.18775983	7.069290186	777.2276257	8354965.43	8167904.948	8337575.42
158.0923_1.15	3912455.474	4249811.657	4392796.761	35412.38074	34292.68462	19251.94684	5738109.596	5595545.395	5742809.486
376.182_1.09	565826.2585	579150.4905	782682.4705	0	0	0	796831.866	746157.2841	738126.3647
147.0763_1.09	629666.549	727373.1139	888815.8476	326938.0844	371786.0576	275256.6262	705051.9957	694912.3205	706186.4823
329.1921_1.05	475237.3518	483557.2846	671391.4653	0	0	0	378451.3644	366816.5068	368502.9497
428.0361_1.04	0	0	0	358880.5336	532658.9443	225393.9449	66323.12565	84060.92612	75868.7902
388.2296_1.04	297637.303	318768.2326	520529.4943	0	0	0	473714.2343	536438.3085	509004.0047
288.2025_1.04	450404.0673	514473.5556	462833.5669	0	0	0	422103.5421	384910.1657	406171.6128
84.0448_1.04	121318.1655	151147.3536	103275.7504	179096.7261	190107.8936	176067.1717	210784.1878	209007.7579	211250.9772
166.0532_1.02	191823.3161	126771.2322	154270.8258	0	335.0733638	797.7262505	122535.6061	112760.8086	109998.6155
258.1096_0.99	2849605.456	3655916.219	1769227.684	395404.9407	834884.5499	443293.8157	1856109.16	1845464.532	1798698.1
132.0656_0.99	202454.552	239666.8594	210352.8605	31095.12109	40816.02043	29274.97946	201065.659	185736.8626	211396.2807
90.0553_0.99	260446.8176	324804.4797	396161.2064	70559.04931	66415.69693	53626.18403	272208.2521	250996.0605	280397.4694
217.1294_0.89	210741.668	225302.8623	197360.6426	7369692.331	5947759.049	4782900.491	3814497.745	3603675.204	3531409.929
247.1287_0.83	378027.0213	443207.4577	410215.9624	0	0	0	199768.3031	189965.1616	191509.0204
288.2026_0.83	637773.8338	560765.5438	691632.4332	0	0	0	304293.9274	297913.0442	296120.0955
247.1398_0.83	466989.926	384989.1301	522859.627	0	0	0	257541.9855	242913.7207	239412.1457
244.129_0.83	665401.2038	662327.2885	641031.9511	0	0	0	258894.6989	248921.1016	253774.9701
226.1548_0.83	1819023.325	1847953.031	1203653.853	0	0	0	6084.187622	7831.283013	10182.78147
158.0923_0.83	967910.4072	886069.3674	973969.3921	1434.869088	0	0	391511.2466	395762.1923	352064.7904
343.1719_0.82	708475.5576	705774.1635	867654.9869	0	0	0	197478.6282	206136.203	204749.4136
400.2299_0.8	2221404.365	1913308.398	2289437.047	0	0	0	651966.6575	659792.7431	637963.1946
274.1869_0.77	497511.6745	411743.7028	524929.1272	0	0	0	259307.5172	260061.6302	247061.7991
245.1129_0.77	181333.0616	182355.0921	218908.4554	0	0	0	38607.21005	33858.67285	44256.45305
174.0872_0.77	517309.2836	566181.2621	521722.9725	164.5645888	86.36935925	52.99796717	329646.7947	319914.8038	316653.2676
200.1392_0.75	1222348.007	1157778.016	1223974.444	0	0	0	575951.7824	606317.514	614837.5465
129.1023_0.75	503238.3057	467437.3858	455984.8428	437098.4943	473759.8289	365367.3814	435249.3482	446550.1892	445762.0152
276.1187_0.74	1142368.474	1086605.867	1121256.605	0	0	0	587567.3937	615119.6709	644454.6876
258.1556_0.74	237287.2993	224421.9513	241403.3057	2107.809848	3065.548186	1940.973587	18685.42334	5166.505901	10928.28678
235.1649_0.74	0	0	0	9313713.432	8773359.018	8640418.556	779385.0762	717556.4015	672273.1497
255.1447_0.72	305073.1231	311015.9899	339743.577	0	0	0	131215.0747	161249.8437	132690.1077
211.0688_0.72	28246.88262	32350.57157	28254.47841	125953.3519	133298.5178	115267.6824	75383.97986	88540.44106	67504.3838
217.1293_0.69	32094.9044	13967.42	14707.6657	3283032.529	3164440.345	2455482.468	1460955.209	1546111.177	1580247.489
160.1331_0.68	197966.6468	154042.1654	98684.60542	3580134.681	3276785.149	3819175.037	2623228.355	2439071.153	2505928.606
244.14_0.67	887282.4574	872579.9149	959047.9537	0	0	0	534136.9859	557159.162	585071.5313
205.0817_0.66	1056009.112	1053974.11	931056.8628	45954.67495	211006.8743	146391.7172	762293.5514	788958.6811	801206.2525
116.0708_0.65	3603382.492	3581015.475	3157517.173	4849799.891	4534784.062	3995462.711	3930689.975	3901040.961	4131389.18
146.1174_0.65	705349.3406	734956.0522	575539.72	20693099.74	19657262.37	18471279.8	11348804.31	10539778.52	10690340.28
198.0971_0.64	2181765.693	2229139.667	1585059.511	139664.7216	117156.8951	182448.6645	1608389.653	1808831.707	1887489.123
235.1649_0.62	0	0	0	8094430.449	7545012.422	7601031.576	755842.1768	683072.6242	739534.4502
120.0656_0.62	785166.6344	795925.691	526569.8367	3478.729774	21115.5622	7034.934256	631465.5985	656472.9326	647415.058
85.0288_0.62	269440.6953	288221.4727	150038.4756	335463.6965	348146.7143	333031.3673	335393.8375	313309.4428	329164.2242
162.1123_0.62	2911901.025	3192587.085	1914811.951	45605160.58	47751455.97	46701185.3	27781967.61	25959388.45	26236212.32
133.0607_0.62	204881.7264	206608.7632	130517.5387	6175.233308	14929.86089	3715.654837	186330.1177	192224.0041	186453.7751
132.0655_0.62	314283.4565	320864.5908	177704.9648	29032.55746	20695.62002	19698.35155	189593.9221	217988.6501	219806.8839
246.1558_0.61	182775.6672	163896.0661	171780.7737	0	0	0	69288.09556	89372.58565	92520.17034
232.1402_0.61	1265719.621	1308212.385	1215803.944	0	0	0	827539.0829	938857.8824	972630.8577
225.0343_0.59	230675.579	206709.5187	248410.4034	2519.132349	1524.897151	1516.172161	151255.7221	171214.3494	177017.7417
134.0188_0.58	58988.49758	58314.70447	73640.6512	8052.854585	6306.221353	6419.509276	45432.14014	48476.24657	51746.0067
192.1228_0.55	0	0	43.87425758	72899.08045	69854.02764	65585.36206	27210.40845	17877.15859	15253.33218
395.0385_0.52	512178.8511	543795.7046	244152.2514	45570.9219	60200.56526	50729.81634	417492.0427	477841.8101	513369.436
313.0354_0.52	78624.64004	90475.10642	47305.98564	182824.6166	205221.4459	182371.1976	123321.2363	136426.1799	148766.9377
147.0799_0.52	35450.92291	45155.25036	45336.35129	8136.913765	12949.96546	13967.6508	35509.74353	30149.71722	31254.07333
130.0863_0.52	546459.794	547912.1774	561261.5413	119668.1551	128302.2922	107870.0451	465785.6478	493693.8058	495930.9843
251.1598_0.51	103418.2206	90948.84267	76760.34403	1303.566151	0	478.7352904	89656.52772	88598.34062	79566.59194
308.2175_0.5	76415.59694	63276.1561	207019.8515	0	0	0	81363.10343	73371.77163	81694.66613
203.2229_0.5	61236.67539	46647.96155	219983.0279	10046.74536	18276.85548	21030.9346	67496.25378	62512.99465	55696.24255
112.1123_0.49	28216.75116	24791.25522	69255.32172	579.223063	1679.14221	1288.514034	29836.3035	28067.53022	26646.37011
243.1012_0.48	164930.3346	161878.2355	106345.8496	290606.7985	268505.4534	238606.7673	289832.8488	193250.9205	156900.7925
299.1637_0.46	424715.1948	397967.8356	262411.6009	745419.8828	698127.9591	594136.0248	730294.168	524941.889	408689.7157
143.0338_0.46	170434.692	196149.2929	125787.4499	210864.158	216732.9823	202242.4169	189903.3135	211226.1714	224125.9781
282.2787_0.39	5830572.849	4099201.586	2737633.489	6531915.573	8792568.879	8155089.344	4705374.001	5228049.648	4131858.131
193.0494_0.39	466644.4047	460294.0569	327564.97	538584.3957	566503.7457	523994.8068	529312.4651	525039.324	536187.7903
102.0552_0.39	276954.7776	285911.0595	201852.0661	314074.9953	334630.8919	317250.9039	292079.1444	301862.3491	361461.5269
144.0477_0.32	142534.0512	142063.2965	97248.18282	180026.2807	180039.7898	173131.7683	186807.3384	165405.6026	154802.0806
139.0752_0.31	131094.7272	127293.172	91081.05536	147788.2253	147105.7007	144310.835	136259.5192	146998.8071	152768.4569
171.1174_2.29	24464875.76	27446515.94	13753883.01	13696208.89	15214208.48	15269257.82	19301778.88	18813681.94	19285398.89
403.3603_6.25	35734779.61	34667979.63	13725353.95	11243921.41	13411367.95	14086100.67	26609505.3	21371718.44	21189394.91
182.0811_1.41	51232693.9	47974805.07	69235824.33	829465.9633	973744.0786	791077.4372	54391451.68	55724571.3	55754224.42
288.1696_4.64	47264.49483	65651.12587	10463.97704	280989.4787	262296.1904	284498.2164	80930.69754	81301.47717	83622.73384
187.1076_2.62	277939.788	274791.4495	230160.2561	1212.370127	928.9566625	855.2179664	235385.2894	279843.6566	261207.783
86.0605_1.62	1073199.393	1058024.88	1056841.138	256567.1762	241729.8455	215845.2206	834321.224	854669.354	922206.3188
252.1088_1.8	13385.94362	7378.882349	33491.42857	389854.7928	568371.3019	271994.0429	61375.68956	60489.01157	65885.05926
371.1556_2.07	1631831.35	1427978.632	2067922.157	0	0	0	1678409.263	1570682.062	1673309.356
486.23_1.71	4424146.861	4005135.319	6665929.119	0	0	0	5424664.068	5496389.062	5622635.582
710.3936_6.55	0	0	0	203013.9894	778972.9258	1154580.796	0	961160.2632	2009670.032
146.0599_3	606225.4658	617782.1539	559445.5878	124187.21	120995.43	117132.4842	576928.7223	584427.9123	565787.8622
272.1602_2.63	781800.3312	793664.2983	653589.0958	1.153476382	0	0	709189.3691	797642.0937	726885.1313
148.0603_1.03	587046.2848	680446.6355	659647.558	1474869.581	1656632.538	1335274.183	1088639.985	1071833.584	1077555.818
458.2529_6.25	12328.90547	0	0	2127508.001	2076796.553	1465119.941	1286604.561	929920.9478	775004.9846
133.0971_0.52	88700.73401	82608.03628	106362.6873	137756.4588	165111.5632	132135.0939	115960.4013	115614.2389	116247.1036
95.0495_1.41	343268.0335	314738.0954	438702.9536	56043.09656	57252.82049	51284.23029	381161.1722	389855.7494	410919.2705
615.3101_2.84	1863858.259	1904594.828	1946721.938	0	0	0	1765104.214	1975716.086	1770026.036
105.0702_2.67	309450.588	343046.0471	260065.1564	79715.73135	84289.5715	74287.85435	269229.0748	283148.5298	288047.1473
